id,word,start_char,type,chain_id
0	В	0	None	None
1	1971	2	None	None
2	году	7	None	None
3	жила	12	None	None
4	-	16	None	None
5	была	17	None	None
6	комсомолка	22	coref	2123
7	Света	33	None	None
8	.	38	None	None
9	Однажды	40	None	None
10	она	48	coref	2123
11	шла	52	None	None
12	по	56	None	None
13	улице	59	None	None
14	,	64	None	None
15	погруженная	66	None	None
16	в	78	None	None
17	серьезные	80	None	None
18	размышления	90	None	None
19	о	102	None	None
20	своих	104	coref	2123
21	комсомольских	110	None	None
22	обязанностях	124	None	None
23	и	137	None	None
24	о	139	None	None
25	твердой	141	None	None
26	руке	149	None	None
27	партии	154	None	None
28	,	160	None	None
29	уверенно	162	None	None
30	направляющей	171	None	None
31	весь	184	None	None
32	советский	189	None	None
33	народ	199	None	None
34	к	205	None	None
35	светлому	207	None	None
36	будущему	216	None	None
37	-	225	None	None
38	коммунизму	227	None	None
39	.	237	None	None
40	Увы	239	None	None
41	,	242	None	None
42	комсомолке	244	None	None
43	Свете	255	coref	2123
44	не	261	None	None
45	были	264	None	None
46	чужды	269	None	None
47	и	275	None	None
48	пошлые	277	None	None
49	стороны	284	None	None
50	обывательского	292	None	None
51	существования	307	None	None
52	,	320	None	None
53	а	322	None	None
54	потому	324	None	None
55	она	331	coref	2123
56	не	335	None	None
57	удержалась	338	None	None
58	от	349	None	None
59	того	352	None	None
60	,	356	None	None
61	чтобы	358	None	None
62	остановиться	364	None	None
63	возле	377	None	None
64	на	383	None	None
65	редкость	386	None	None
66	красивой	395	None	None
67	витрины	404	None	None
68	с	412	None	None
69	большой	414	None	None
70	чудесной	422	None	None
71	вывеской	431	None	None
72	:	439	None	None
73			441	None	None
74	Березка	442	None	None
75			449	None	None
76	.	450	None	None
77	-	452	None	None
78	Какая	454	None	None
79	изумительно	460	None	None
80	восхитительная	472	None	None
81	витрина	487	None	None
82	,	494	None	None
83	-	496	None	None
84	сказала	498	None	None
85	Света	506	coref	2123
86	,	511	None	None
87	ковыряя	513	None	None
88	...	520	None	None
89	хотя	524	None	None
90	,	528	None	None
91	нет	530	None	None
92	,	533	None	None
93	она	535	coref	2123
94	была	539	None	None
95	уже	544	None	None
96	довольно	548	None	None
97	взрослая	557	None	None
98	и	566	None	None
99	серьезная	568	None	None
100	девушка	578	coref	2123
101	,	585	None	None
102	чтобы	587	None	None
103	на	593	None	None
104	людной	596	None	None
105	улице	603	None	None
106	ковырять	609	None	None
107	пальчиком	618	None	None
108	в	628	None	None
109	своем	630	coref	2123
110	изящном	636	None	None
111	комсомольском	644	None	None
112	носике	658	None	None
113	.	664	None	None
114	К	666	None	None
115	сожалению	668	None	None
116	,	677	None	None
117	именно	679	None	None
118	этот	686	None	None
119	носик	691	None	None
120	был	697	None	None
121	чрезмерно	701	None	None
122	любопытным	711	None	None
123	,	721	None	None
124	и	723	None	None
125	Света	725	coref	2123
126	не	731	None	None
127	удержалась	734	None	None
128	,	744	None	None
129	чтобы	746	None	None
130	через	752	None	None
131	огромную	758	None	None
132	стеклянную	767	None	None
133	дверь	778	None	None
134	войти	784	None	None
135	в	790	None	None
136	этот	792	None	None
137	удивительный	797	None	None
138	магазин	810	None	None
139	.	817	None	None
140	Она	819	coref	2123
141	даже	823	None	None
142	заранее	828	None	None
143	открыла	836	None	None
144	ротик	844	None	None
145	,	849	None	None
146	чтобы	851	None	None
147	вдоволь	857	None	None
148	навосхищаться	865	None	None
149	заграничными	879	None	None
150	товарами	892	None	None
151	и	901	None	None
152	шикарным	903	None	None
153	интерьером	912	None	None
154	,	922	None	None
155	но	924	None	None
156	тут	927	None	None
157	к	931	None	None
158	Свете	933	coref	2123
159	подошла	939	None	None
160	высокая	947	None	None
161	дама	955	None	None
162	с	960	None	None
163	пышной	962	None	None
164	грудью	969	coref	2124
165	,	975	None	None
166	на	977	None	None
167	которой	980	coref	2124
168	хищно	988	None	None
169	блестела	994	None	None
170	бриллиантовая	1003	None	None
171	брошь	1017	None	None
172	.	1022	None	None
173	У	1024	None	None
174	комсомолки	1026	None	None
175	Светы	1037	coref	2123
176	сперло	1043	None	None
177	дыхание	1050	None	None
178	и	1058	None	None
179	она	1060	coref	2123
180	протянула	1064	None	None
181	ладонь	1074	None	None
182	,	1080	None	None
183	чтобы	1082	None	None
184	благоговейно	1088	None	None
185	погладить	1101	None	None
186	эти	1111	None	None
187	самые	1115	None	None
188	бриллианты	1121	None	None
189	на	1132	None	None
190	пышной	1135	None	None
191	груди	1142	None	None
192	высокой	1148	None	None
193	дамы	1156	None	None
194	,	1160	None	None
195	но	1162	None	None
196	взглянув	1165	None	None
197	в	1174	None	None
198	ее	1176	None	None
199	черные	1179	None	None
200	злые	1186	None	None
201	глаза	1191	None	None
202	,	1196	None	None
203	Света	1198	coref	2123
204	поспешно	1204	None	None
205	отдернула	1213	None	None
206	руку	1223	None	None
207	.	1227	None	None
208	-	1229	None	None
209	У	1231	None	None
210	вас	1233	None	None
211	чеки	1237	None	None
