id,word,start_char,type,chain_id
0	Это	0	None	None
1	был	4	None	None
2	ее	8	coref	2161
3	триумф	11	None	None
4	.	17	None	None
5	Весь	19	None	None
6	огромный	24	None	None
7	зал	33	None	None
8	до	37	None	None
9	единого	40	None	None
10	человека	48	None	None
11	стоя	57	None	None
12	аплодировал	62	None	None
13	ей	74	coref	2161
14	.	76	None	None
15	Ей	78	coref	2161
16	-	81	None	None
17	вчерашней	83	None	None
18	замарашке	93	coref	2161
19	в	103	None	None
20	старом	105	None	None
21	рваном	112	None	None
22	платице	119	None	None
23	,	126	None	None
24	а	128	None	None
25	теперь	130	None	None
26	Великой	137	None	None
27	Актрисе	145	coref	2161
28	,	152	None	None
29	Несравненной	154	None	None
30	Джульетте	167	coref	2161
31	.	176	None	None
32	Ее	178	coref	2161
33	игра	181	None	None
34	была	186	None	None
35	само	191	None	None
36	совершенство	196	None	None
37	.	208	None	None
38	Как	210	None	None
39	трогательно	214	None	None
40	нежна	226	None	None
41	была	232	None	None
42	ее	237	coref	2161
43	любовь	240	None	None
44	к	247	None	None
45	Ромео	249	None	None
46	,	254	None	None
47	как	256	None	None
48	искренне	260	None	None
49	и	269	None	None
50	глубоко	271	None	None
51	было	279	None	None
52	ее	284	coref	2161
53	горе	287	None	None
54	при	292	None	None
55	известии	296	None	None
56	о	305	None	None
57	смерти	307	None	None
58	брата	314	None	None
59	и	320	None	None
60	изгнании	322	None	None
61	любимого	331	None	None
62	и	340	None	None
63	,	341	None	None
64	наконец	343	None	None
65	,	350	None	None
66	чье	352	None	None
67	сердце	356	None	None
68	не	363	None	None
69	обливалось	366	None	None
70	кровью	377	None	None
71	,	383	None	None
72	видя	385	None	None
73	ее	390	coref	2161
74	смерть	393	None	None
75	.	399	None	None
76	Публика	401	None	None
77	была	409	None	None
78	покорена	414	None	None
79	совершенно	423	None	None
80	.	433	None	None
81	Дождь	435	None	None
82	цветов	441	coref	2162
83	хлынул	448	None	None
84	на	455	None	None
85	сцену	458	None	None
86	к	464	None	None
87	ногам	466	None	None
88	хрупкой	472	None	None
89	Джульетты	480	coref	2161
90	.	489	None	None
91	А	491	None	None
92	сколько	493	None	None
93	их	501	coref	2162
94	прислали	504	None	None
95	к	513	None	None
96	ней	515	coref	2161
97	в	519	None	None
98	гримерную	521	None	None
99	восторженные	531	None	None
100	почитатели	544	None	None
101	!	554	None	None
102	Вся	556	None	None
103	комната	560	None	None
104	была	568	None	None
105	завалена	573	None	None
106	букетами	582	None	None
107	и	591	None	None
108	цветочными	593	None	None
109	корзинами	604	None	None
110	.	613	None	None
111	Ах	615	None	None
112	какие	618	None	None
113	это	624	None	None
114	были	628	None	None
115	цветы	633	None	None
116	!	638	None	None
117	Всевозможных	640	None	None
118	оттенков	653	None	None
119	и	662	None	None
120	форм	664	None	None
121	-	669	None	None
122	маленькие	671	None	None
123	,	680	None	None
124	хрупкие	682	None	None
125	,	689	None	None
126	нежные	691	None	None
127	и	698	None	None
128	огромные	700	None	None
129	,	708	None	None
130	самодовольные	710	None	None
131	;	723	None	None
132	гладкие	725	None	None
133	и	733	None	None
134	бархатистые	735	None	None
135	;	746	None	None
136	скромные	748	None	None
137	и	757	None	None
138	пышные	759	None	None
139	;	765	None	None
140	строгие	767	None	None
141	,	774	None	None
142	чопрные	776	None	None
143	и	784	None	None
144	растрепаные	786	None	None
145	;	797	None	None
146	изысканые	799	None	None
147	,	808	None	None
148	экзотические	810	None	None
149	и	823	None	None
150	совсем	825	None	None
151	простые	832	None	None
152	.	839	None	None
153	Каждый	841	None	None
154	цветок	848	coref	2163
155	имел	855	None	None
156	свой	860	coref	2163
157	особенный	865	None	None
158	запах	875	None	None
159	-	881	None	None
160	одни	883	None	None
161	тонкий	888	None	None
162	,	894	None	None
163	еле	896	None	None
164	заметный	900	None	None
165	;	908	None	None
166	другие	910	None	None
167	-	917	None	None
168	резкий	919	None	None
169	,	925	None	None
170	настойчивый	927	None	None
171	.	938	None	None
172	И	940	None	None
173	все	942	None	None
174	это	946	None	None
175	великолепие	950	None	None
176	расцветок	962	None	None
177	,	971	None	None
178	форм	973	None	None
179	и	978	None	None
180	ароматов	980	None	None
181	было	989	None	None
182	только	994	None	None
183	для	1001	None	None
184	нее	1005	coref	2161
185	.	1008	None	None
186	Триумф	1010	None	None
187	,	1016	None	None
188	настоящий	1018	None	None
189	триумф	1028	None	None
190	!	1034	None	None
191	Опьяненная	1036	None	None
192	успехом	1047	None	None
193	,	1054	None	None
194	Джульетта	1056	coref	2161
195	не	1066	None	None
196	смогла	1069	None	None
197	расстаться	1076	None	None
198	ни	1087	None	None
199	с	1090	None	None
200	одним	1092	None	None
201	своим	1098	coref	2161
202	трофеем	1104	None	None
203	.	1111	None	None
204	Что	1113	None	None
205	бы	1117	None	None
206	перевезти	1120	None	None
207	все	1130	None	None
208	цветы	1134	None	None
209	в	1140	None	None
210	ее	1142	coref	2161
211	небольшую	1145	None	None
212	квартирку	1155	None	None
213	,	1164	None	None
214	пришлось	1166	None	None
215	нанять	1175	None	None
216	отдельный	1182	None	None
217	экипаж	1192	None	None
218	.	1198	None	None
219	Поистине	1200	None	None
220	,	1208	None	None
221	это	1210	None	None
222	был	1214	None	None
223	королевский	1218	None	None
224	кортеж	1230	None	None
225	!	1236	None	None
226	Цветы	1238	None	None
227	наполнили	1244	None	None
228	крохотную	1254	None	None
229	спальню	1264	coref	2164
230	Джульетты	1272	coref	2161
231	и	1282	None	None
232	она	1284	coref	2164
233	превратилась	1288	None	None
234	в	1301	None	None
235	сказочный	1303	None	None
236	дворец	1313	None	None
237	.	1319	None	None
238	Кровать	1321	None	None
239	утопала	1329	None	None
240	в	1337	None	None
241	цветочном	1339	None	None
242	ковре	1349	None	None
243	и	1355	None	None
244	скорее	1357	None	None
245	походила	1364	None	None
246	на	1373	None	None
247	ложе	1376	None	None
248	Королевы	1381	None	None
249	Маб	1390	None	None
250	,	1393	None	None
251	чем	1395	None	None
252	на	1399	None	None
253	постель	1402	None	None
254	до	1410	None	None
255	сегодняшнего	1413	None	None
256	дня	1426	None	None
257	мало	1430	None	None
258	кому	1435	None	None
259	известной	1440	None	None
260	актрисы	1450	None	None
261	.	1457	None	None
262	Хозяйка	1459	coref	2161
263	кровати	1467	None	None
264	стояла	1475	None	None
265	перед	1482	None	None
266	зеркалом	1488	None	None
267	и	1497	None	None
268	блаженная	1499	None	None
269	улыбка	1509	None	None
270	то	1516	None	None
271	и	1519	None	None
272	дело	1521	None	None
273	скользила	1526	None	None
274	по	1536	None	None
275	ее	1539	coref	2161
276	губам	1542	coref	2165
277	.	1547	None	None
278	Все	1549	None	None
279	происходящее	1553	None	None
280	казалось	1566	None	None
281	ей	1575	coref	2161
282	чудесным	1578	None	None
283	сном	1587	None	None
284	.	1591	None	None
285	Она	1593	coref	2161
286	,	1596	None	None
287	то	1598	None	None
288	оглядывала	1601	None	None
289	комнату	1612	coref	2164
290	,	1619	None	None
291	любуясь	1621	None	None
292	нежным	1629	None	None
293	великолепием	1636	None	None
294	цветов	1649	None	None
295	,	1655	None	None
296	то	1657	None	None
297	с	1660	None	None
298	улыбкой	1662	None	None
299	вспоминала	1670	None	None
300	подробности	1681	None	None
301	сегодняшнего	1693	None	None
302	спектакля	1706	None	None
303	.	1715	None	None
304			1721	None	None
305	Что	1718	None	None
306	значит	1722	None	None
307	имя	1729	None	None
308	?	1732	None	None
309	Роза	1734	coref	2166
310	пахнет	1739	None	None
311	розой	1746	None	None
312	,	1751	None	None
313	хоть	1753	None	None
314	розой	1758	None	None
315	назови	1764	None	None
316	ее	1771	coref	2166
317	,	1773	None	None
318	хоть	1775	None	None
319	нет	1780	None	None
320	.	1783	None	None
321			1784	None	None
322	-	1786	None	None
323	шептали	1788	None	None
324	ее	1796	coref	2161
325	губы	1799	coref	2165
326	,	1803	None	None
327	и	1805	None	None
328	она	1807	coref	2161
329	внимательно	1811	None	None
330	смотрела	1823	None	None
331	на	1832	None	None
332	себя	1835	coref	2161
333	в	1840	None	None
334	зеркало	1842	None	None
335	,	1849	None	None
336	силясь	1851	None	None
337	обнаружить	1858	None	None
338	в	1869	None	None
339	своем	1871	coref	2161
340	лице	1877	None	None
341	нечто	1882	None	None
342	,	1887	None	None
343	что	1889	None	None
344	могло	1893	None	None
345	вызвать	1899	None	None
346	восторг	1907	None	None
347	у	1915	None	None
348	всех	1917	None	None
349	этих	1922	None	None
350	людей	1927	None	None
351	в	1933	None	None
352	театре	1935	None	None
353	и	1942	None	None
354	на	1944	None	None
355	улице	1947	None	None
356	.	1952	None	None
357	Наконец	1954	None	None
358	усталость	1962	None	None
359	и	1972	None	None
360	все	1974	None	None
361	волнения	1978	None	None
362	дня	1987	None	None
363	сделали	1991	None	None
364	свое	1999	None	None
365	дело	2004	None	None
366	.	2008	None	None
367	Джульетта	2010	coref	2161
368	опустилась	2020	None	None
369	на	2031	None	None
370	кровать	2034	None	None
371	и	2042	None	None
372	тут	2044	None	None
373	же	2048	None	None
374	уснула	2051	None	None
375	.	2057	None	None
376	Ее	2059	coref	2161
377	пышные	2062	None	None
378	волосы	2069	None	None
379	рассыпались	2076	None	None
380	по	2088	None	None
381	покрывалу	2091	None	None
382	,	2100	None	None
383	а	2102	None	None
384	на	2104	None	None
385	губах	2107	coref	2165
386	по	2113	None	None
387	-	2115	None	None
388	прежнему	2116	None	None
389	играла	2125	None	None
390	улыбка	2132	None	None
391	.	2138	None	None
392	Быть	2140	None	None
393	может	2145	None	None
394	гром	2151	None	None
395	аплодисментов	2156	None	None
396	,	2169	None	None
397	как	2171	None	None
398	сладчайшая	2175	None	None
399	музыка	2186	None	None
400	,	2192	None	None
401	все	2194	None	None
402	еще	2198	None	None
403	звучал	2202	None	None
404	в	2209	None	None
405	ее	2211	coref	2161
406	ушах	2214	None	None
407	.	2218	None	None
408	Когда	2220	None	None
409	первый	2226	None	None
410	солнечный	2233	None	None
411	луч	2243	None	None
412	,	2246	None	None
413	пробившись	2248	None	None
414	между	2259	None	None
415	створок	2265	None	None
416	,	2272	None	None
417	пробежал	2274	None	None
418	по	2283	None	None
419	цветам	2286	None	None
420	и	2293	None	None
421	пересек	2295	None	None
422	кровать	2303	None	None
423	,	2310	None	None
424	Джульетта	2312	coref	2161
425	лежала	2322	None	None
426	все	2329	None	None
427	в	2333	None	None
428	том	2335	None	None
429	же	2339	None	None
430	положении	2342	None	None
431	.	2351	None	None
432	И	2353	None	None
433	только	2355	None	None
434	тонкие	2362	None	None
435	руки	2369	None	None
436	ее	2374	coref	2161
437	были	2377	None	None
438	холодны	2382	None	None
439	,	2389	None	None
440	а	2391	None	None
